question,truth
20144_clueweb09-en0010-74-05422,1
20480_clueweb09-enwp01-07-05155,0
20030_clueweb09-en0001-86-30897,2
20186_clueweb09-en0004-88-23355,0
20374_clueweb09-en0007-42-37744,2
20384_clueweb09-en0007-22-14526,2
20180_clueweb09-en0000-67-13347,0
20244_clueweb09-enwp00-64-06072,0
20300_clueweb09-en0009-33-58962,3
20508_clueweb09-enwp03-24-00349,0
20424_clueweb09-en0008-58-08725,2
20714_clueweb09-en0009-33-97802,3
20778_clueweb09-en0009-47-21374,0
20916_clueweb09-en0009-33-55352,3
20956_clueweb09-enwp01-12-23468,1
20352_clueweb09-en0006-05-01634,0
20018_clueweb09-en0007-90-29038,2
20412_clueweb09-en0003-64-04447,2
20254_clueweb09-enwp03-32-11805,0
20244_clueweb09-en0011-50-17791,1
20412_clueweb09-en0009-33-61752,3
20298_clueweb09-en0005-05-06319,2
20032_clueweb09-enwp01-93-17095,2
20034_clueweb09-enwp00-87-16083,2
20050_clueweb09-en0008-48-19625,0
20690_clueweb09-en0006-43-07251,1
20050_clueweb09-en0009-33-65272,3
20696_clueweb09-en0009-33-60172,3
20986_clueweb09-en0003-24-31392,0
20764_clueweb09-en0009-33-77642,3
20932_clueweb09-en0009-33-58982,3
20224_clueweb09-en0001-57-11602,0
20196_clueweb09-en0009-33-70322,3
20780_clueweb09-enwp01-10-09563,2
20160_clueweb09-en0011-47-03272,1
20764_clueweb09-en0009-33-76242,3
20048_clueweb09-en0011-40-02146,2
20780_clueweb09-en0011-67-31309,1
20374_clueweb09-en0009-52-22934,0
20296_clueweb09-en0009-33-55352,3
20176_clueweb09-en0010-06-00270,1
20922_clueweb09-en0009-33-75382,3
20296_clueweb09-enwp00-11-05528,0
20010_clueweb09-en0009-33-01262,3
20224_clueweb09-en0008-30-41469,0
20446_clueweb09-en0009-33-92572,3
20440_clueweb09-en0009-98-09332,0
20686_clueweb09-en0009-33-76772,3
20228_clueweb09-en0003-29-29714,0
20704_clueweb09-enwp02-27-04410,0
20028_clueweb09-en0000-17-07860,2
20528_clueweb09-en0008-78-16140,0
20910_clueweb09-enwp03-31-19782,0
20446_clueweb09-en0004-04-31977,1
20398_clueweb09-enwp03-13-22379,0
20976_clueweb09-en0009-33-90422,3
20176_clueweb09-enwp00-45-17249,2
20176_clueweb09-en0009-33-38252,3
20224_clueweb09-en0008-07-15236,1
20780_clueweb09-en0004-77-29558,1
20232_clueweb09-en0006-82-19950,0
20046_clueweb09-en0004-29-19619,2
20958_clueweb09-en0009-33-94812,3
20384_clueweb09-en0006-09-16514,0
20488_clueweb09-en0004-24-15165,1
20206_clueweb09-en0000-85-19199,0
20228_clueweb09-en0009-33-87232,3
20704_clueweb09-en0011-63-14109,0
20012_clueweb09-en0007-39-22983,2
20956_clueweb09-en0009-64-43491,0
20764_clueweb09-en0002-29-02755,0
20766_clueweb09-en0003-73-01670,0
20076_clueweb09-enwp00-48-12192,1
20416_clueweb09-en0001-63-05036,0
20026_clueweb09-en0005-00-02884,1
20542_clueweb09-en0009-33-70302,3
20636_clueweb09-enwp00-57-00962,2
20024_clueweb09-en0005-39-09892,2
20424_clueweb09-en0007-90-29418,0
20034_clueweb09-en0010-96-02076,2
20962_clueweb09-en0009-33-94082,3
20778_clueweb09-en0009-33-43692,3
20290_clueweb09-en0009-36-27615,1
20636_clueweb09-en0009-33-24352,3
20152_clueweb09-en0003-79-21188,2
20696_clueweb09-en0000-55-09365,1
20584_clueweb09-en0009-50-41364,1
20044_clueweb09-en0001-07-19574,1
20962_clueweb09-en0005-90-05891,1
20962_clueweb09-en0005-90-05892,1
20064_clueweb09-en0009-33-09482,3
20484_clueweb09-en0009-33-21582,3
20488_clueweb09-en0009-33-80602,3
20290_clueweb09-en0006-53-07948,0
20008_clueweb09-en0006-85-24113,1
20352_clueweb09-enwp01-53-09355,1
20186_clueweb09-en0009-33-76742,3
20010_clueweb09-en0004-58-21566,2
20012_clueweb09-en0001-25-05147,2
20812_clueweb09-en0011-58-19025,0
20228_clueweb09-en0008-46-11678,1
20780_clueweb09-en0005-20-01556,0
20300_clueweb09-en0005-37-26749,1
20384_clueweb09-en0000-08-15166,0
20034_clueweb09-enwp01-46-02509,2
20780_clueweb09-en0011-62-14434,0
20704_clueweb09-enwp00-48-01607,0
20398_clueweb09-enwp02-23-08484,2
20290_clueweb09-en0007-21-22523,0
20814_clueweb09-en0009-33-31162,3
20488_clueweb09-en0004-30-25733,2
20932_clueweb09-en0003-51-19379,2
20542_clueweb09-en0009-33-00692,3
20962_clueweb09-en0004-23-14746,0
20160_clueweb09-en0007-99-37919,0
20330_clueweb09-enwp01-20-02409,0
20440_clueweb09-en0001-82-06900,1
20028_clueweb09-enwp02-24-00069,2
20270_clueweb09-en0009-33-79412,3
20330_clueweb09-en0005-42-39511,0
20480_clueweb09-en0003-25-01663,0
20446_clueweb09-en0009-33-26952,3
20030_clueweb09-en0006-78-10229,2
20064_clueweb09-en0009-33-08542,3
20160_clueweb09-en0003-60-18201,0
20686_clueweb09-en0009-33-51792,3
20508_clueweb09-en0011-94-09978,0
20412_clueweb09-en0009-33-71332,3
20922_clueweb09-en0009-33-27562,3
20180_clueweb09-en0000-06-05415,0
20416_clueweb09-en0010-03-30919,0
20528_clueweb09-en0009-22-32971,0
20528_clueweb09-en0009-22-32972,0
20916_clueweb09-en0005-07-26568,0
20642_clueweb09-en0007-68-03441,0
20014_clueweb09-enwp00-60-11527,2
20330_clueweb09-enwp02-07-01900,2
20642_clueweb09-en0009-33-83002,3
20530_clueweb09-en0003-57-13830,2
20440_clueweb09-en0009-33-36582,3
20976_clueweb09-en0009-33-83042,3
20766_clueweb09-en0001-91-20330,0
20224_clueweb09-en0004-66-02999,0
20308_clueweb09-en0009-33-10972,3
20232_clueweb09-en0006-36-17716,1
20694_clueweb09-en0003-48-01770,1
20352_clueweb09-en0008-49-17741,0
20004_clueweb09-en0000-31-05721,2
20690_clueweb09-en0010-63-20075,1
20922_clueweb09-en0010-84-10306,0
20308_clueweb09-en0006-57-20649,1
20644_clueweb09-en0011-02-26038,0
20076_clueweb09-en0004-01-33074,1
20332_clueweb09-en0009-33-57152,3
20254_clueweb09-en0009-33-93462,3
20018_clueweb09-en0009-33-8108,3
20024_clueweb09-en0001-35-31186,1
20398_clueweb09-en0009-33-55352,3
20986_clueweb09-en0000-14-08102,0
20032_clueweb09-en0006-74-31596,0
20024_clueweb09-en0000-06-01164,1
20714_clueweb09-en0011-93-27611,1
20598_clueweb09-en0009-33-82292,3
20416_clueweb09-enwp01-74-25528,0
20214_clueweb09-en0009-33-52262,3
20972_clueweb09-en0011-94-07317,0
20764_clueweb09-en0009-33-54952,3
20298_clueweb09-en0009-33-03092,3
20764_clueweb09-en0009-33-58332,3
20254_clueweb09-en0004-83-10140,1
20042_clueweb09-en0004-90-08386,0
20764_clueweb09-en0003-13-14680,0
20766_clueweb09-enwp00-38-01024,1
20026_clueweb09-en0011-58-19323,0
20778_clueweb09-en0003-62-15621,1
20690_clueweb09-en0010-85-05105,0
20690_clueweb09-en0010-85-05104,0
20352_clueweb09-en0009-33-97392,3
20298_clueweb09-en0004-23-27018,1
20298_clueweb09-en0009-33-03542,3
20206_clueweb09-en0009-47-12622,0
20008_clueweb09-en0000-00-07701,0
20780_clueweb09-en0010-25-32593,0
20598_clueweb09-en0006-82-17467,2
20528_clueweb09-en0009-33-78272,3
20424_clueweb09-en0009-33-63202,3
20026_clueweb09-en0001-44-46502,1
20026_clueweb09-en0001-44-46503,2
20186_clueweb09-en0006-91-22079,2
20102_clueweb09-en0001-55-03461,0
20832_clueweb09-en0000-20-35784,0
20832_clueweb09-en0000-20-35783,0
20102_clueweb09-en0011-06-31410,1
20484_clueweb09-en0009-33-55352,3
20308_clueweb09-en0009-33-52452,3
20416_clueweb09-en0009-33-45222,3
20384_clueweb09-en0001-09-22999,0
20006_clueweb09-enwp00-49-10898,2
20228_clueweb09-en0009-33-10872,3
20814_clueweb09-en0006-98-36697,0
20224_clueweb09-en0009-33-11512,3
20170_clueweb09-en0004-54-00286,0
20176_clueweb09-en0009-33-27182,3
20686_clueweb09-en0009-33-70142,3
20028_clueweb09-en0009-33-7881,3
20144_clueweb09-en0009-33-39562,3
20976_clueweb09-enwp00-17-00002,2
20598_clueweb09-enwp03-20-09850,0
20046_clueweb09-en0004-29-19672,2
20046_clueweb09-en0004-29-19674,2
20196_clueweb09-en0009-33-65702,3
20008_clueweb09-en0002-52-07516,1
20420_clueweb09-en0009-33-33712,3
20598_clueweb09-enwp01-65-03865,2
20012_clueweb09-en0007-24-16951,2
20986_clueweb09-en0000-29-03389,1
20186_clueweb09-en0011-59-26399,0
20440_clueweb09-en0008-36-00350,0
20686_clueweb09-en0007-48-12806,0
20008_clueweb09-en0004-36-26821,1
20636_clueweb09-en0002-27-15180,1
20202_clueweb09-en0003-75-20261,0
20176_clueweb09-en0009-33-23842,3
20206_clueweb09-en0009-33-55352,3
20232_clueweb09-enwp01-91-17064,2
20112_clueweb09-en0004-24-30892,1
20228_clueweb09-en0009-33-63222,3
20812_clueweb09-en0009-33-54542,3
20016_clueweb09-en0001-73-10243,2
20176_clueweb09-en0009-33-83962,3
20232_clueweb09-en0007-84-14960,0
20034_clueweb09-en0009-33-6300,3
20176_clueweb09-en0004-91-00626,0
20530_clueweb09-en0004-80-09397,2
20186_clueweb09-en0010-58-09232,0
20040_clueweb09-en0009-93-35410,2
20028_clueweb09-enwp01-15-13896,2
20036_clueweb09-en0008-30-30823,0
20036_clueweb09-en0009-33-29422,3
20010_clueweb09-en0000-92-27444,2
20014_clueweb09-enwp00-68-15168,2
20690_clueweb09-en0009-88-28922,0
20446_clueweb09-en0009-33-28232,3
20812_clueweb09-en0009-85-06314,0
20508_clueweb09-enwp00-49-11175,0
20042_clueweb09-en0008-63-28413,0
20530_clueweb09-en0002-15-02024,0
20780_clueweb09-en0011-80-13175,1
20440_clueweb09-en0009-33-43142,3
20308_clueweb09-en0009-33-56692,3
20812_clueweb09-en0009-33-55352,3
20244_clueweb09-enwp01-09-05016,0
20254_clueweb09-enwp00-42-13208,2
20714_clueweb09-en0004-40-28688,0
20186_clueweb09-en0000-47-16213,0
20186_clueweb09-en0009-92-40843,0
20598_clueweb09-en0009-33-35842,3
20296_clueweb09-enwp03-33-22164,0
20254_clueweb09-en0011-08-18042,1
20398_clueweb09-enwp03-17-12002,0
20010_clueweb09-en0001-18-31898,0
20026_clueweb09-en0009-33-17342,3
20026_clueweb09-enwp01-77-14696,2
20016_clueweb09-en0009-33-5110,3
20308_clueweb09-en0001-48-02325,0
20814_clueweb09-en0001-05-19380,2
20296_clueweb09-en0001-11-21848,0
20034_clueweb09-en0000-77-29064,2
20398_clueweb09-en0010-16-43527,0
20812_clueweb09-en0001-76-10150,0
20050_clueweb09-en0009-33-55352,3
20038_clueweb09-en0009-33-91012,3
20176_clueweb09-en0009-33-64282,3
20696_clueweb09-enwp01-72-05470,2
20006_clueweb09-en0000-01-10241,0
20244_clueweb09-en0009-25-30146,0
20812_clueweb09-en0009-33-43292,3
20416_clueweb09-en0004-90-34930,2
20412_clueweb09-en0009-33-94112,3
20026_clueweb09-en0011-09-07090,0
20412_clueweb09-en0009-33-47112,3
20244_clueweb09-enwp01-28-00827,1
20780_clueweb09-en0009-63-27843,0
20778_clueweb09-en0009-33-16612,3
20050_clueweb09-enwp00-74-00093,2
20202_clueweb09-en0009-33-17872,3
20144_clueweb09-en0002-31-27384,1
20922_clueweb09-en0003-05-18806,0
20044_clueweb09-en0010-84-10531,1
20112_clueweb09-en0009-33-30552,3
20956_clueweb09-en0009-33-05782,3
20160_clueweb09-en0009-33-55352,3
20330_clueweb09-enwp02-28-15787,2
20420_clueweb09-en0009-33-00882,3
20384_clueweb09-en0007-05-00144,0
20026_clueweb09-enwp00-87-12716,2
20152_clueweb09-en0006-56-19028,0
20244_clueweb09-en0009-23-34247,1
20986_clueweb09-en0004-15-28769,2
20340_clueweb09-en0009-33-55992,3
20026_clueweb09-enwp01-91-06874,2
20308_clueweb09-en0004-86-03449,0
20010_clueweb09-en0009-33-55352,3
20332_clueweb09-en0009-33-30642,3
20038_clueweb09-en0008-62-07173,2
20584_clueweb09-en0008-96-04026,1
20996_clueweb09-en0009-33-42602,3
20160_clueweb09-en0009-33-89582,3
20778_clueweb09-en0009-33-86142,3
20224_clueweb09-en0008-07-15234,1
20026_clueweb09-en0005-56-01195,1
20972_clueweb09-enwp01-26-04140,0
20420_clueweb09-en0007-62-38098,0
20176_clueweb09-en0006-31-01935,0
20962_clueweb09-en0006-53-12449,1
20180_clueweb09-en0009-33-26782,0
20044_clueweb09-en0001-19-03616,0
20996_clueweb09-enwp00-89-11785,0
20232_clueweb09-enwp01-18-03768,0
20036_clueweb09-en0003-78-25744,1
20584_clueweb09-en0003-87-22911,0
20694_clueweb09-en0002-75-25706,0
20032_clueweb09-en0007-64-30991,2
20530_clueweb09-en0005-58-13973,1
20780_clueweb09-en0009-57-30551,0
20112_clueweb09-en0002-65-12948,2
20152_clueweb09-enwp00-71-03696,2
20384_clueweb09-en0007-04-39769,1
20008_clueweb09-en0007-45-13368,1
20016_clueweb09-en0005-12-09556,2
20956_clueweb09-en0007-62-27051,1
20412_clueweb09-en0008-01-36175,1
20956_clueweb09-en0007-62-27054,1
20910_clueweb09-en0002-12-03947,1
20308_clueweb09-en0005-83-17979,0
20932_clueweb09-en0003-94-25120,0
20420_clueweb09-en0001-85-21972,2
20176_clueweb09-en0009-33-24702,3
20996_clueweb09-enwp01-37-01071,0
20298_clueweb09-en0009-33-13082,3
20270_clueweb09-enwp01-12-21670,0
20296_clueweb09-en0008-00-15814,0
20996_clueweb09-en0005-10-28605,1
20064_clueweb09-enwp01-75-00346,1
20778_clueweb09-en0009-33-46902,3
20228_clueweb09-en0009-33-81152,3
20112_clueweb09-en0001-27-07928,1
20598_clueweb09-en0001-77-37128,0
20352_clueweb09-en0008-32-05957,0
20006_clueweb09-enwp03-31-01362,2
20290_clueweb09-en0004-71-23823,0
20034_clueweb09-enwp00-53-04741,2
20244_clueweb09-enwp01-92-01368,1
20224_clueweb09-en0006-14-02924,1
20036_clueweb09-enwp02-22-04385,2
20812_clueweb09-en0001-55-15206,1
20416_clueweb09-en0009-58-32750,2
20170_clueweb09-en0006-35-08376,0
20484_clueweb09-en0001-23-13721,0
20038_clueweb09-en0009-33-19002,3
20420_clueweb09-en0008-58-13183,1
20984_clueweb09-en0003-86-25408,0
20050_clueweb09-en0006-01-23791,1
20976_clueweb09-en0001-27-09370,2
20046_clueweb09-en0004-29-19653,2
20764_clueweb09-en0007-26-28253,1
20690_clueweb09-en0009-33-37832,3
20694_clueweb09-en0011-43-05006,1
20196_clueweb09-en0009-33-46472,3
20076_clueweb09-en0002-90-01422,0
20076_clueweb09-en0002-90-01421,0
20932_clueweb09-en0009-33-42642,3
20044_clueweb09-en0008-00-22209,0
20584_clueweb09-en0008-38-12793,0
20986_clueweb09-en0006-88-08025,2
20636_clueweb09-en0009-33-12242,3
20076_clueweb09-enwp00-47-14495,2
20958_clueweb09-enwp00-69-16553,0
20922_clueweb09-en0000-76-27843,0
20584_clueweb09-en0008-38-13205,1
20780_clueweb09-en0010-25-32617,0
20714_clueweb09-en0009-33-86162,3
20270_clueweb09-enwp00-89-21511,0
20254_clueweb09-en0009-33-99252,3
20984_clueweb09-en0003-10-24179,0
20202_clueweb09-en0009-33-48172,3
20244_clueweb09-en0000-87-00583,0
20814_clueweb09-en0009-33-18792,3
20006_clueweb09-enwp01-21-13325,2
20018_clueweb09-en0007-90-29024,2
20416_clueweb09-en0009-58-32747,1
20012_clueweb09-en0006-33-01020,2
20764_clueweb09-en0001-03-07843,1
20034_clueweb09-enwp00-56-05383,2
20152_clueweb09-enwp01-08-02933,1
20384_clueweb09-en0009-33-15274,2
20340_clueweb09-en0009-33-92912,3
20528_clueweb09-en0007-40-06682,0
20244_clueweb09-enwp00-94-13351,2
20112_clueweb09-en0002-97-15574,0
20036_clueweb09-en0006-26-19733,2
20932_clueweb09-en0011-27-27131,0
20196_clueweb09-en0000-92-07817,1
20696_clueweb09-en0009-33-85592,3
20412_clueweb09-en0003-22-05497,2
20028_clueweb09-enwp01-21-16726,2
20024_clueweb09-en0008-33-15386,2
20644_clueweb09-enwp01-51-15940,1
20508_clueweb09-en0009-33-55352,3
20384_clueweb09-en0002-00-08101,0
20232_clueweb09-enwp01-76-15698,2
20446_clueweb09-en0009-33-45572,3
20704_clueweb09-enwp01-27-03240,0
20196_clueweb09-en0009-63-22303,1
20694_clueweb09-en0004-03-13249,0
20440_clueweb09-en0001-11-27032,1
20186_clueweb09-en0009-33-55352,3
20044_clueweb09-en0000-49-24066,0
20690_clueweb09-en0009-45-34398,0
20180_clueweb09-en0000-46-11807,1
20296_clueweb09-en0008-73-25566,0
20764_clueweb09-en0000-94-10396,2
20064_clueweb09-en0009-33-36062,3
20018_clueweb09-en0009-33-1546,3
20152_clueweb09-en0006-63-28216,0
20160_clueweb09-enwp03-17-16985,0
20042_clueweb09-enwp03-31-01880,1
20976_clueweb09-en0005-76-06447,0
20780_clueweb09-en0007-70-19573,0
20010_clueweb09-en0000-43-16967,0
20780_clueweb09-en0011-62-15548,0
20014_clueweb09-enwp00-86-13752,2
20398_clueweb09-en0005-49-10608,0
20176_clueweb09-en0009-33-60632,3
20034_clueweb09-en0002-28-31389,2
20778_clueweb09-enwp01-51-09059,1
20398_clueweb09-enwp01-63-16710,1
20766_clueweb09-en0011-64-35400,0
20048_clueweb09-en0011-55-36683,2
20636_clueweb09-en0008-13-13251,0
20996_clueweb09-en0009-33-56852,3
20642_clueweb09-enwp00-81-00051,0
20232_clueweb09-enwp00-07-00010,2
20332_clueweb09-en0007-85-14714,0
20332_clueweb09-en0007-85-14717,0
20384_clueweb09-en0010-68-26715,2
20778_clueweb09-en0010-38-21787,0
20160_clueweb09-enwp01-32-15860,1
20412_clueweb09-en0007-80-36940,0
20232_clueweb09-en0011-24-12471,2
20814_clueweb09-en0000-33-11990,0
20024_clueweb09-en0011-48-27166,2
20202_clueweb09-en0009-27-39815,1
20484_clueweb09-en0009-33-45672,3
20048_clueweb09-en0001-31-30019,2
20812_clueweb09-en0009-33-23172,3
20384_clueweb09-en0006-37-31945,1
20340_clueweb09-en0009-14-22333,0
20340_clueweb09-en0009-33-45442,3
20300_clueweb09-en0007-82-40659,0
20956_clueweb09-en0009-33-91352,3
20160_clueweb09-en0009-33-52892,3
20330_clueweb09-en0005-33-27890,0
20214_clueweb09-en0008-26-19367,0
20044_clueweb09-en0010-08-17905,2
20254_clueweb09-en0005-73-38332,0
20696_clueweb09-en0009-33-71142,3
20446_clueweb09-en0009-33-47162,3
20006_clueweb09-en0009-33-75532,3
20398_clueweb09-en0001-46-32562,1
20986_clueweb09-en0009-11-39514,2
20420_clueweb09-en0007-62-38156,0
20812_clueweb09-en0009-33-77362,3
20962_clueweb09-en0009-33-54892,3
20996_clueweb09-en0002-70-15037,1
20374_clueweb09-en0005-96-18073,1
20986_clueweb09-en0009-11-39515,1
20300_clueweb09-en0008-29-37071,0
20416_clueweb09-en0009-33-55352,3
20420_clueweb09-en0007-62-38123,0
20384_clueweb09-en0001-77-08789,0
20996_clueweb09-enwp02-29-11156,1
20814_clueweb09-en0009-33-87302,3
20014_clueweb09-en0009-33-5655,3
20008_clueweb09-en0009-00-03577,1
20542_clueweb09-en0001-14-05514,0
20254_clueweb09-enwp01-61-19861,0
20780_clueweb09-en0008-15-25079,0
20170_clueweb09-en0009-66-13807,0
20112_clueweb09-enwp01-33-02184,0
20440_clueweb09-en0000-74-28164,1
20176_clueweb09-en0009-33-07612,3
20384_clueweb09-en0000-89-02519,0
20224_clueweb09-en0008-07-16445,1
20996_clueweb09-en0007-21-27659,0
20224_clueweb09-en0004-80-10429,1
20528_clueweb09-en0009-67-29912,1
20244_clueweb09-en0006-24-01401,0
20008_clueweb09-en0003-69-04818,1
20008_clueweb09-en0003-69-04812,0
20036_clueweb09-en0004-59-28610,2
20176_clueweb09-enwp00-59-05683,2
20186_clueweb09-en0006-46-16195,2
20298_clueweb09-en0000-59-11615,1
20384_clueweb09-en0008-72-38923,1
20224_clueweb09-en0009-33-13262,3
20202_clueweb09-en0009-33-54862,3
20024_clueweb09-en0003-36-30719,2
20958_clueweb09-en0010-85-07286,1
20446_clueweb09-en0009-82-18814,0
20144_clueweb09-en0003-42-33656,0
20412_clueweb09-en0009-36-05747,0
20812_clueweb09-en0007-96-05078,1
20300_clueweb09-en0011-27-13024,0
20298_clueweb09-en0009-33-50642,3
20686_clueweb09-en0001-90-08581,0
20986_clueweb09-en0000-23-25290,0
20984_clueweb09-en0009-33-30852,3
20996_clueweb09-en0002-22-30445,1
20780_clueweb09-en0011-26-41543,0
20962_clueweb09-en0009-33-17852,3
20180_clueweb09-en0007-25-07172,0
20986_clueweb09-en0007-83-12225,1
20996_clueweb09-enwp01-57-09670,2
20636_clueweb09-en0009-33-27982,3
20480_clueweb09-en0009-33-60152,3
20932_clueweb09-en0004-82-01214,0
20340_clueweb09-en0009-14-24719,0
20176_clueweb09-en0009-33-86032,3
20224_clueweb09-en0003-33-01004,0
20420_clueweb09-en0007-62-38052,0
20036_clueweb09-en0009-33-01202,3
20038_clueweb09-en0005-14-06744,2
20160_clueweb09-en0009-33-38722,3
20932_clueweb09-en0000-90-12650,0
20298_clueweb09-en0000-69-33164,1
20228_clueweb09-en0000-64-15043,0
20986_clueweb09-en0006-88-08022,1
20224_clueweb09-en0004-45-32321,0
20976_clueweb09-enwp03-19-06024,0
20186_clueweb09-en0009-93-04656,0
20932_clueweb09-en0011-73-26075,0
20984_clueweb09-en0009-33-21512,3
20932_clueweb09-en0009-33-98122,3
20932_clueweb09-en0009-33-64572,3
20958_clueweb09-en0010-91-31038,0
20584_clueweb09-en0010-37-19125,1
20036_clueweb09-enwp00-75-22264,2
20254_clueweb09-en0009-33-87722,3
20050_clueweb09-en0005-18-08103,1
20832_clueweb09-en0006-67-15564,0
20528_clueweb09-en0009-33-55352,3
20932_clueweb09-en0005-84-26992,0
20050_clueweb09-en0007-84-04826,2
20440_clueweb09-en0009-33-00622,3
20956_clueweb09-en0009-33-81432,3
20298_clueweb09-en0009-33-07132,3
20958_clueweb09-en0009-33-87942,3
20424_clueweb09-en0009-33-95602,3
20064_clueweb09-en0011-58-20454,0
20642_clueweb09-en0009-33-20032,3
20214_clueweb09-en0004-23-15336,2
20012_clueweb09-en0006-33-01009,2
20484_clueweb09-en0010-77-25848,0
20064_clueweb09-en0009-33-72602,3
20714_clueweb09-en0009-33-45262,3
20008_clueweb09-en0004-76-24755,0
20330_clueweb09-en0005-21-32157,0
20076_clueweb09-en0007-90-07448,0
20384_clueweb09-en0002-00-08102,0
20812_clueweb09-en0009-33-50082,3
20050_clueweb09-en0001-88-01770,0
20956_clueweb09-en0001-79-28999,1
20440_clueweb09-en0009-33-59772,3
20032_clueweb09-en0010-17-02839,0
20962_clueweb09-en0009-33-86272,3
20180_clueweb09-enwp00-60-00627,0
20686_clueweb09-en0009-44-02185,1
20446_clueweb09-en0006-22-12857,1
20152_clueweb09-en0011-21-29244,1
20330_clueweb09-en0010-07-36872,0
20686_clueweb09-en0005-38-31272,0
20290_clueweb09-en0009-33-89372,3
20018_clueweb09-en0004-43-08259,2
20214_clueweb09-en0008-16-15145,0
20308_clueweb09-en0006-57-20691,2
20032_clueweb09-en0004-29-40283,1
20766_clueweb09-en0006-52-19052,2
20686_clueweb09-en0009-33-82792,3
20008_clueweb09-enwp01-67-09360,2
20484_clueweb09-en0009-33-20862,3
20932_clueweb09-en0009-33-56572,3
20332_clueweb09-en0009-33-12952,3
20014_clueweb09-en0009-33-6072,3
20962_clueweb09-en0009-33-60562,3
20064_clueweb09-en0009-33-74602,3
20704_clueweb09-en0004-97-01219,1
20340_clueweb09-en0009-14-21070,0
20910_clueweb09-en0009-33-29032,3
20076_clueweb09-en0009-33-55352,3
20228_clueweb09-en0005-83-29934,0
20958_clueweb09-en0009-33-04992,3
20932_clueweb09-en0009-33-75712,3
20778_clueweb09-en0004-23-29400,0
20416_clueweb09-en0007-05-14102,0
20530_clueweb09-en0002-47-12631,2
20440_clueweb09-en0003-67-03662,0
20064_clueweb09-en0008-90-14469,1
20008_clueweb09-en0003-69-04799,2
20508_clueweb09-en0000-85-20452,0
20956_clueweb09-en0009-33-06952,3
20036_clueweb09-enwp00-92-03664,2
20010_clueweb09-en0009-14-23509,2
20374_clueweb09-enwp01-38-09680,2
20244_clueweb09-enwp01-35-14329,0
20006_clueweb09-enwp01-85-11373,2
20440_clueweb09-en0008-67-07951,1
20812_clueweb09-en0009-33-39122,3
20036_clueweb09-enwp00-94-05147,2
20484_clueweb09-en0009-33-14452,3
20424_clueweb09-en0009-33-52912,3
20984_clueweb09-en0009-33-10862,3
20644_clueweb09-en0009-33-27022,3
20812_clueweb09-en0009-33-83402,3
20160_clueweb09-en0004-20-00124,0
20298_clueweb09-en0007-20-24224,1
20714_clueweb09-en0009-33-08922,3
20290_clueweb09-en0009-33-90852,3
20480_clueweb09-en0007-32-32256,0
20644_clueweb09-en0009-33-67272,3
20330_clueweb09-en0004-85-11745,0
20330_clueweb09-en0004-85-11742,0
20330_clueweb09-en0004-85-11743,0
20812_clueweb09-en0001-43-16563,0
20780_clueweb09-en0010-25-32577,0
20196_clueweb09-en0008-99-35444,0
20038_clueweb09-en0008-83-13685,2
20812_clueweb09-en0008-81-15437,1
20042_clueweb09-enwp01-80-18672,2
20004_clueweb09-en0006-01-20491,1
20206_clueweb09-en0000-85-17997,0
20484_clueweb09-en0009-33-82342,3
20778_clueweb09-en0009-33-17472,3
20064_clueweb09-en0003-47-02477,1
20420_clueweb09-en0002-74-18689,0
20644_clueweb09-en0009-26-17504,1
20642_clueweb09-en0009-33-03112,3
20984_clueweb09-en0001-73-20461,0
20932_clueweb09-en0007-88-10040,0
20176_clueweb09-en0009-33-95272,3
20048_clueweb09-en0000-47-25390,0
20922_clueweb09-en0001-64-08594,1
20420_clueweb09-en0002-22-06847,0
20530_clueweb09-en0011-59-26696,0
20420_clueweb09-en0002-22-06841,2
20232_clueweb09-en0011-63-30698,2
20298_clueweb09-en0000-69-33167,1
20232_clueweb09-en0011-63-30696,1
20232_clueweb09-en0011-63-30697,1
20214_clueweb09-en0000-84-26217,2
20986_clueweb09-enwp01-65-12036,0
20812_clueweb09-en0009-33-20402,3
20232_clueweb09-enwp00-10-00009,0
20636_clueweb09-en0009-33-40172,3
20374_clueweb09-enwp03-53-02130,0
20412_clueweb09-en0009-33-29152,3
20412_clueweb09-en0011-18-12994,1
20916_clueweb09-en0003-12-15181,1
20202_clueweb09-en0009-33-39592,3
20932_clueweb09-en0009-33-81332,3
20412_clueweb09-en0011-61-10900,1
20186_clueweb09-en0005-59-36801,0
20332_clueweb09-en0001-30-00038,1
20050_clueweb09-en0010-43-24713,0
20038_clueweb09-en0008-42-32820,2
20038_clueweb09-en0008-42-32823,2
20766_clueweb09-en0010-28-29103,2
20330_clueweb09-enwp01-01-05356,2
20642_clueweb09-en0008-63-34082,1
20152_clueweb09-en0010-34-17216,0
20416_clueweb09-en0011-26-07673,1
20642_clueweb09-en0003-99-08679,0
20446_clueweb09-en0004-59-31989,1
20254_clueweb09-en0009-33-40462,3
20488_clueweb09-en0009-33-76952,3
20206_clueweb09-en0009-33-37512,3
20916_clueweb09-en0008-09-30471,0
20932_clueweb09-en0007-66-41422,0
20958_clueweb09-en0009-33-75602,3
20340_clueweb09-en0008-25-22251,0
20008_clueweb09-en0003-86-25456,0
20910_clueweb09-en0006-68-04085,1
20254_clueweb09-en0000-39-03212,1
20206_clueweb09-enwp01-01-04010,0
20016_clueweb09-en0009-33-5366,3
